subscription_id,user_id,plan_id,start_date,end_date,status
696,696,3,2024-10-17,2025-08-17,canceled
697,697,3,2024-01-11,2024-03-11,canceled
698,698,2,2023-10-06,2024-02-06,canceled
699,699,2,2025-11-02,,active
700,700,2,2024-02-11,2025-07-11,canceled
701,701,2,2023-07-02,2023-09-02,canceled
702,702,1,2025-04-07,,active
703,703,1,2024-12-19,,active
704,704,2,2023-02-18,2023-05-18,canceled
705,705,2,2025-05-27,2025-11-27,canceled
706,706,2,2025-02-05,,active
707,707,2,2023-05-07,2024-03-07,canceled
708,708,3,2025-05-02,,active
709,709,1,2023-04-14,2023-05-14,canceled
710,710,1,2025-07-14,2025-08-14,canceled
711,711,2,2025-12-07,,active
712,712,1,2025-10-18,,active
713,713,2,2023-04-25,2023-06-25,canceled
714,714,2,2025-07-05,,active
715,715,1,2025-11-08,,active
716,716,1,2025-12-25,,active
717,717,1,2023-04-23,2024-09-23,canceled
718,718,1,2025-06-10,,active
719,719,1,2024-08-23,,active
720,720,2,2025-12-05,,active
721,721,2,2025-02-27,2025-03-27,canceled
722,722,2,2025-10-12,,active
723,723,2,2024-06-26,2025-10-26,canceled
724,724,1,2025-09-26,,active
725,725,1,2025-12-03,,active
726,726,2,2025-07-25,,active
727,727,1,2025-08-15,,active
728,728,1,2025-12-04,,active
729,729,1,2023-02-04,,active
730,730,2,2024-12-05,2025-07-05,canceled
731,731,1,2024-12-01,,active
732,732,1,2024-07-05,2024-08-05,canceled
733,733,2,2025-08-23,,active
734,734,2,2023-10-21,2024-11-21,canceled
735,735,1,2024-03-05,2025-03-05,canceled
736,736,2,2023-10-12,2024-08-12,canceled
737,737,1,2024-12-15,,active
738,738,1,2023-10-16,,active
739,739,2,2025-05-14,,active
740,740,2,2023-03-25,2025-07-25,canceled
741,741,2,2023-06-26,2023-09-26,canceled
742,742,2,2025-08-05,,active
743,743,2,2025-02-22,,active
744,744,1,2024-10-22,,active
745,745,3,2024-06-15,,active
746,746,2,2024-09-21,,active
747,747,3,2024-05-04,,active
748,748,2,2025-11-21,2025-12-21,canceled
749,749,1,2025-08-10,,active
750,750,3,2024-09-14,,active
751,751,2,2024-01-18,,active
752,752,3,2025-05-26,2025-09-26,canceled
753,753,1,2025-08-09,2025-09-09,canceled
754,754,3,2025-03-02,,active
755,755,2,2023-09-26,2025-07-26,canceled
756,756,1,2023-08-10,2024-03-10,canceled
757,757,1,2025-10-06,,active
758,758,1,2025-08-24,2025-10-24,canceled
759,759,2,2025-05-25,2025-10-25,canceled
760,760,1,2025-02-22,2025-12-22,canceled
761,761,2,2023-10-14,,active
762,762,3,2025-06-05,,active
763,763,2,2025-07-24,,active
764,764,1,2025-07-03,,active
765,765,1,2025-09-13,,active
766,766,3,2024-04-15,,active
767,767,2,2025-09-27,,active
768,768,1,2025-07-20,,active
769,769,1,2023-06-26,,active
770,770,1,2023-04-07,,active
771,771,1,2025-05-19,,active
772,772,1,2025-07-05,,active
773,773,2,2023-09-06,2024-12-06,canceled
774,774,2,2025-05-03,2025-12-03,canceled
775,775,1,2024-02-14,2024-08-14,canceled
776,776,3,2023-12-01,2025-03-01,canceled
777,777,3,2023-09-27,2024-07-27,canceled
778,778,2,2023-02-24,2024-01-24,canceled
779,779,3,2025-09-17,,active
780,780,2,2024-08-09,2024-10-09,canceled
781,781,2,2025-10-01,,active
782,782,1,2023-04-22,2023-08-22,canceled
783,783,2,2024-08-20,,active
784,784,2,2023-09-23,,active
785,785,1,2024-06-10,2025-02-10,canceled
786,786,1,2023-05-13,,active
787,787,3,2025-01-11,,active
788,788,2,2024-06-10,2025-01-10,canceled
789,789,2,2023-12-11,,active
790,790,1,2024-08-09,2024-10-09,canceled
791,791,3,2023-06-17,2024-01-17,canceled
792,792,2,2023-04-10,,active
793,793,1,2023-05-25,2023-06-25,canceled
794,794,2,2023-12-05,2024-02-05,canceled
795,795,3,2023-01-19,2023-05-19,canceled
796,796,2,2025-02-10,,active
797,797,2,2024-07-23,2025-07-23,canceled
798,798,1,2024-09-19,,active
799,799,2,2023-01-17,2023-06-17,canceled
800,800,1,2023-08-25,2025-03-25,canceled
801,801,1,2024-11-14,2025-09-14,canceled
802,802,2,2024-10-11,,active
803,803,3,2025-02-09,,active
804,804,2,2024-05-25,,active
805,805,1,2024-08-21,,active
806,806,1,2023-12-24,2024-01-24,canceled
807,807,2,2024-09-22,2025-11-22,canceled
808,808,2,2024-07-07,2024-08-07,canceled
809,809,1,2025-12-14,,active
810,810,1,2024-09-05,2024-11-05,canceled
811,811,1,2025-12-02,,active
812,812,2,2024-04-25,,active
813,813,2,2024-06-17,,active
814,814,1,2023-09-15,,active
815,815,2,2025-01-06,2025-02-06,canceled
816,816,2,2024-09-17,,active
817,817,2,2024-11-03,,active
818,818,3,2024-12-05,2025-07-05,canceled
819,819,1,2025-02-26,,active
820,820,1,2025-10-05,,active
821,821,1,2025-02-27,,active
822,822,2,2025-09-11,,active
823,823,1,2024-04-11,2024-06-11,canceled
824,824,3,2024-08-05,2025-02-05,canceled
825,825,2,2024-11-10,2024-12-10,canceled
826,826,2,2025-10-24,,active
827,827,3,2023-12-03,2024-07-03,canceled
828,828,2,2023-04-14,2024-02-14,canceled
829,829,1,2023-08-20,,active
830,830,1,2024-09-24,,active
831,831,2,2024-06-23,,active
832,832,1,2023-09-11,2024-06-11,canceled
833,833,3,2024-11-01,2025-06-01,canceled
834,834,1,2023-10-05,,active
835,835,2,2025-05-15,2025-12-15,canceled
836,836,1,2025-03-15,2025-04-15,canceled
837,837,3,2024-01-21,2024-09-21,canceled
838,838,3,2024-12-01,,active
839,839,2,2025-09-05,,active
840,840,1,2025-08-07,,active
841,841,2,2023-02-16,2024-02-16,canceled
842,842,3,2024-01-17,2025-04-17,canceled
843,843,2,2023-11-14,2024-01-14,canceled
844,844,2,2023-11-07,2024-03-07,canceled
845,845,2,2025-03-20,,active
846,846,2,2024-12-05,,active
847,847,3,2024-02-14,2025-11-14,canceled
848,848,2,2024-09-10,,active
849,849,2,2025-10-05,,active
850,850,2,2025-07-09,,active
851,851,1,2025-01-13,2025-07-13,canceled
852,852,2,2025-07-15,,active
853,853,1,2024-04-02,,active
854,854,1,2025-02-06,,active
855,855,2,2023-08-21,,active
856,856,1,2023-02-18,2024-09-18,canceled
857,857,1,2025-09-27,,active
858,858,1,2025-07-10,,active
859,859,2,2023-08-04,2023-11-04,canceled
860,860,1,2024-09-03,2025-12-03,canceled
861,861,1,2023-11-08,2024-12-08,canceled
862,862,1,2024-02-18,,active
863,863,1,2024-12-01,2025-03-01,canceled
864,864,3,2025-02-12,2025-03-12,canceled
865,865,2,2023-05-23,2024-03-23,canceled
866,866,1,2025-07-22,,active
867,867,1,2025-09-17,,active
868,868,2,2024-02-25,2025-03-25,canceled
869,869,3,2024-11-06,,active
870,870,2,2025-01-08,,active
871,871,1,2024-09-13,,active
872,872,1,2025-01-08,,active
873,873,2,2025-06-25,,active
874,874,3,2025-07-17,,active
875,875,2,2024-08-23,,active
876,876,1,2024-06-16,2024-10-16,canceled
877,877,1,2025-04-23,,active
878,878,3,2023-05-26,2023-08-26,canceled
879,879,1,2024-12-23,2025-03-23,canceled
880,880,1,2025-07-11,2025-11-11,canceled
881,881,2,2025-09-01,,active
882,882,1,2024-10-14,2025-06-14,canceled
883,883,1,2023-10-15,,active
884,884,2,2023-07-22,2024-03-22,canceled
885,885,1,2023-10-19,2024-10-19,canceled
886,886,3,2023-02-21,2025-12-21,canceled
887,887,2,2024-07-27,,active
888,888,2,2025-03-23,,active
889,889,1,2023-07-11,2024-05-11,canceled
890,890,2,2024-07-19,,active
891,891,3,2025-02-24,2025-04-24,canceled
892,892,3,2025-12-26,,active
893,893,2,2025-12-26,,active
894,894,1,2023-11-16,2025-02-16,canceled
895,895,1,2025-07-14,2025-10-14,canceled
896,896,2,2025-07-05,2025-09-05,canceled
897,897,2,2024-11-19,,active
898,898,2,2025-02-08,2025-11-08,canceled
899,899,1,2024-03-12,2024-06-12,canceled
900,900,2,2024-11-27,2025-07-27,canceled
901,901,3,2025-03-08,,active
902,902,2,2023-11-12,,active
903,903,1,2025-12-13,,active
904,904,1,2024-10-26,,active
905,905,2,2023-11-23,,active
906,906,1,2025-09-16,,active
907,907,1,2024-07-07,,active
908,908,2,2024-05-17,,active
909,909,1,2023-07-24,2024-10-24,canceled
910,910,1,2023-05-27,2023-11-27,canceled
911,911,3,2025-11-05,,active
912,912,1,2024-02-19,,active
913,913,1,2023-01-19,2023-08-19,canceled
914,914,2,2025-05-27,2025-06-27,canceled
915,915,3,2025-02-24,2025-08-24,canceled
916,916,1,2024-02-20,,active
917,917,3,2025-07-16,,active
918,918,1,2025-12-09,,active
919,919,2,2023-10-06,2024-03-06,canceled
920,920,1,2025-04-05,,active
921,921,2,2023-07-01,2025-02-01,canceled
922,922,2,2025-10-21,,active
923,923,2,2024-11-11,,active
924,924,2,2025-09-11,,active
925,925,2,2024-04-08,2025-07-08,canceled
926,926,2,2025-08-18,,active
927,927,1,2025-03-08,2025-10-08,canceled
928,928,2,2023-03-07,2024-10-07,canceled
929,929,3,2023-12-26,,active
930,930,2,2024-09-02,,active
931,931,1,2025-04-23,,active
932,932,1,2023-10-06,2024-04-06,canceled
933,933,2,2025-11-24,2025-12-24,canceled
934,934,3,2025-09-12,,active
935,935,3,2025-06-12,,active
936,936,2,2025-01-14,2025-12-14,canceled
937,937,2,2025-11-23,,active
938,938,1,2025-02-13,,active
939,939,2,2025-08-03,,active
940,940,2,2025-01-08,2025-08-08,canceled
941,941,1,2024-12-23,,active
942,942,2,2025-10-10,,active
943,943,2,2024-03-14,,active
944,944,3,2025-08-10,,active
945,945,2,2025-08-04,,active
946,946,2,2024-06-11,,active
947,947,1,2023-01-02,2023-04-02,canceled
948,948,1,2024-06-03,2024-07-03,canceled
949,949,3,2024-01-13,2024-10-13,canceled
950,950,2,2025-09-25,,active
951,951,2,2025-03-14,,active
952,952,1,2025-07-26,,active
953,953,3,2025-07-16,,active
954,954,3,2024-10-08,,active
955,955,2,2023-05-03,2023-11-03,canceled
956,956,3,2025-07-14,,active
957,957,3,2025-10-27,2025-12-27,canceled
958,958,2,2023-12-24,2024-06-24,canceled
959,959,3,2024-08-15,2024-09-15,canceled
960,960,1,2024-04-09,2024-12-09,canceled
961,961,1,2023-04-06,2023-07-06,canceled
962,962,1,2024-09-02,2024-12-02,canceled
963,963,2,2024-09-19,2024-10-19,canceled
964,964,3,2025-04-12,,active
965,965,2,2023-10-27,,active
966,966,1,2024-06-18,,active
967,967,1,2023-05-18,2024-02-18,canceled
968,968,3,2025-10-01,2025-12-01,canceled
969,969,3,2025-11-17,,active
970,970,2,2023-09-21,2025-04-21,canceled
971,971,1,2025-03-21,,active
972,972,3,2023-08-15,2024-03-15,canceled
973,973,2,2023-06-26,,active
974,974,2,2025-02-21,,active
975,975,1,2024-01-02,2024-04-02,canceled
976,976,2,2023-08-21,2023-10-21,canceled
977,977,3,2024-09-22,,active
978,978,2,2023-06-22,2023-09-22,canceled
979,979,3,2025-02-23,2025-06-23,canceled
980,980,1,2023-06-25,2025-07-25,canceled
981,981,1,2023-06-12,,active
982,982,2,2025-07-01,,active
983,983,1,2023-08-03,2024-07-03,canceled
984,984,1,2024-04-18,,active
985,985,3,2025-06-17,,active
986,986,2,2025-10-16,2025-12-16,canceled
987,987,1,2023-07-24,2023-11-24,canceled
988,988,3,2024-10-27,,active
989,989,2,2024-07-11,2025-09-11,canceled
990,990,1,2023-11-25,,active
991,991,2,2025-04-08,,active
992,992,1,2025-11-08,,active
993,993,3,2025-11-14,,active
994,994,1,2024-11-22,2024-12-22,canceled
995,995,1,2024-10-20,2025-05-20,canceled
996,996,2,2024-12-06,,active
997,997,1,2023-07-05,2023-08-05,canceled
998,998,2,2025-02-23,2025-03-23,canceled
999,999,1,2025-11-13,,active
1000,1000,1,2025-11-08,,active
1001,1001,3,2025-10-07,,active
1002,1002,1,2024-12-13,2025-04-13,canceled
1003,1003,2,2023-04-12,2025-02-12,canceled
1004,1004,2,2024-12-12,2025-08-12,canceled
1005,1005,2,2025-06-16,,active
1006,1006,3,2025-09-03,2025-10-03,canceled
1007,1007,1,2025-02-17,2025-12-17,canceled
1008,1008,1,2023-12-23,2025-04-23,canceled
1009,1009,1,2024-11-24,2025-04-24,canceled
1010,1010,2,2024-10-02,2025-09-02,canceled
1011,1011,2,2025-12-10,,active
1012,1012,2,2025-12-15,,active
1013,1013,2,2023-06-12,2023-07-12,canceled
1014,1014,2,2025-05-21,,active
1015,1015,2,2024-05-06,,active
1016,1016,3,2023-02-21,2024-03-21,canceled
1017,1017,2,2025-09-20,,active
1018,1018,1,2025-10-02,,active
1019,1019,3,2024-11-15,2025-10-15,canceled
1020,1020,3,2024-09-16,,active
1021,1021,2,2025-03-22,2025-10-22,canceled
1022,1022,2,2024-08-06,2025-02-06,canceled
1023,1023,2,2024-11-02,2025-10-02,canceled
1024,1024,2,2025-07-02,,active
1025,1025,1,2023-03-07,,active
1026,1026,2,2025-07-13,2025-08-13,canceled
1027,1027,1,2025-08-19,,active
1028,1028,2,2023-06-06,2024-11-06,canceled
1029,1029,2,2024-10-16,2025-08-16,canceled
1030,1030,2,2025-10-05,,active
1031,1031,3,2023-06-10,2023-08-10,canceled
1032,1032,3,2025-06-26,,active
1033,1033,1,2025-11-06,,active
1034,1034,1,2023-02-14,,active
1035,1035,2,2025-08-18,,active
1036,1036,1,2023-04-18,2024-03-18,canceled
1037,1037,2,2024-12-01,,active
1038,1038,2,2025-01-07,2025-02-07,canceled
1039,1039,3,2024-03-27,,active
1040,1040,1,2023-07-19,,active
1041,1041,1,2024-04-04,2024-09-04,canceled
1042,1042,2,2025-07-01,,active
1043,1043,2,2025-02-23,,active
1044,1044,1,2025-11-09,,active
1045,1045,2,2024-12-21,2025-01-21,canceled
1046,1046,1,2023-08-21,,active
1047,1047,1,2025-11-13,,active
1048,1048,1,2023-07-12,2025-08-12,canceled
1049,1049,2,2025-01-24,,active
1050,1050,1,2025-01-26,2025-02-26,canceled
1051,1051,2,2025-10-02,,active
1052,1052,3,2023-01-17,2024-07-17,canceled
1053,1053,1,2024-12-09,2025-06-09,canceled
1054,1054,1,2024-12-14,2025-05-14,canceled
1055,1055,1,2025-02-08,2025-07-08,canceled
1056,1056,2,2024-12-21,,active
1057,1057,1,2024-05-12,2024-12-12,canceled
1058,1058,2,2025-02-01,,active
1059,1059,2,2025-08-22,2025-10-22,canceled
1060,1060,2,2025-06-02,,active
1061,1061,2,2025-12-19,,active
1062,1062,1,2025-06-03,,active
1063,1063,1,2025-02-02,2025-12-02,canceled
1064,1064,3,2025-09-27,,active
1065,1065,2,2024-07-07,,active
1066,1066,1,2024-12-15,2025-09-15,canceled
1067,1067,3,2025-09-27,,active
1068,1068,2,2023-05-13,2023-10-13,canceled
1069,1069,2,2025-12-10,,active
1070,1070,1,2025-11-09,,active
1071,1071,2,2023-01-06,2023-05-06,canceled
1072,1072,2,2023-04-25,,active
1073,1073,3,2024-04-19,,active
1074,1074,2,2025-11-09,,active
1075,1075,1,2025-12-26,,active
1076,1076,2,2025-08-18,2025-10-18,canceled
1077,1077,2,2024-05-23,2025-03-23,canceled
1078,1078,1,2024-12-18,2025-10-18,canceled
1079,1079,2,2025-06-21,,active
1080,1080,1,2025-11-03,,active
1081,1081,1,2023-09-20,2023-11-20,canceled
1082,1082,2,2024-02-11,,active
1083,1083,3,2024-11-03,2024-12-03,canceled
1084,1084,1,2023-11-17,2024-02-17,canceled
1085,1085,1,2024-09-26,2025-06-26,canceled
1086,1086,2,2023-06-06,2024-02-06,canceled
1087,1087,1,2025-04-19,,active
1088,1088,1,2025-08-20,,active
1089,1089,1,2025-12-14,,active
1090,1090,3,2024-09-14,,active
1091,1091,1,2023-09-07,2025-01-07,canceled
1092,1092,1,2025-03-23,2025-04-23,canceled
1093,1093,1,2025-11-16,,active
1094,1094,1,2024-09-09,2025-06-09,canceled
1095,1095,3,2024-07-01,2024-09-01,canceled
1096,1096,2,2023-10-06,2024-01-06,canceled
1097,1097,2,2025-09-23,,active
1098,1098,1,2024-12-10,,active
1099,1099,1,2025-10-09,2025-12-09,canceled
1100,1100,2,2023-05-25,2023-07-25,canceled
1101,1101,2,2024-07-07,2025-01-07,canceled
1102,1102,2,2023-02-02,2024-11-02,canceled
1103,1103,1,2025-06-26,,active
1104,1104,2,2024-11-14,,active
1105,1105,1,2024-12-19,2025-02-19,canceled
1106,1106,1,2024-06-24,2024-07-24,canceled
1107,1107,1,2023-10-15,2024-02-15,canceled
1108,1108,2,2025-11-04,,active
1109,1109,2,2025-12-06,,active
1110,1110,2,2023-09-27,2024-05-27,canceled
1111,1111,1,2024-10-15,,active
1112,1112,2,2025-11-10,2025-12-10,canceled
1113,1113,2,2025-12-18,,active
1114,1114,2,2025-03-19,,active
1115,1115,2,2024-04-24,2024-07-24,canceled
1116,1116,2,2025-02-04,2025-04-04,canceled
1117,1117,2,2024-10-18,2025-07-18,canceled
1118,1118,2,2024-08-08,,active
1119,1119,3,2024-06-04,,active
1120,1120,3,2025-06-18,,active
1121,1121,1,2025-02-18,2025-03-18,canceled
1122,1122,3,2025-06-13,,active
1123,1123,1,2025-10-05,2025-11-05,canceled
1124,1124,2,2023-08-07,,active
1125,1125,3,2025-08-08,,active
1126,1126,2,2023-03-16,,active
1127,1127,2,2023-03-22,2025-04-22,canceled
1128,1128,1,2025-06-16,,active
1129,1129,3,2025-05-16,2025-11-16,canceled
1130,1130,1,2025-08-20,,active
1131,1131,1,2024-03-24,2025-02-24,canceled
1132,1132,1,2025-09-07,,active
1133,1133,2,2025-09-09,2025-11-09,canceled
1134,1134,2,2025-04-17,2025-05-17,canceled
1135,1135,2,2023-09-09,,active
1136,1136,2,2025-03-01,,active
1137,1137,2,2025-10-27,,active
1138,1138,1,2024-11-11,,active
1139,1139,2,2024-05-26,,active
1140,1140,2,2024-11-13,,active
1141,1141,1,2024-12-15,,active
1142,1142,1,2025-04-06,,active
1143,1143,1,2025-02-03,2025-04-03,canceled
1144,1144,2,2025-06-24,,active
1145,1145,1,2024-10-26,,active
1146,1146,3,2025-03-13,2025-04-13,canceled
1147,1147,2,2024-12-16,,active
1148,1148,1,2025-03-20,2025-08-20,canceled
1149,1149,1,2025-02-21,,active
1150,1150,2,2025-03-22,2025-05-22,canceled
1151,1151,2,2025-04-07,,active
1152,1152,1,2023-09-02,2024-04-02,canceled
1153,1153,1,2024-11-16,2025-10-16,canceled
1154,1154,2,2023-07-24,,active
1155,1155,1,2025-09-12,,active
1156,1156,2,2024-04-18,2024-06-18,canceled
1157,1157,3,2024-12-26,2025-02-26,canceled
1158,1158,3,2025-06-21,2025-08-21,canceled
1159,1159,2,2025-01-15,2025-07-15,canceled
1160,1160,1,2025-11-14,,active
1161,1161,1,2023-11-03,2024-07-03,canceled
1162,1162,2,2025-06-26,2025-07-26,canceled
1163,1163,1,2023-03-11,2025-01-11,canceled
1164,1164,2,2024-11-22,,active
1165,1165,1,2023-02-10,2023-05-10,canceled
1166,1166,1,2025-07-05,,active
1167,1167,1,2024-03-23,2024-04-23,canceled
1168,1168,1,2025-09-14,,active
1169,1169,2,2025-09-21,,active
1170,1170,2,2025-05-27,2025-07-27,canceled
1171,1171,1,2025-12-17,,active
1172,1172,1,2024-03-22,2024-04-22,canceled
1173,1173,1,2025-11-06,,active
1174,1174,1,2023-11-05,2024-01-05,canceled
1175,1175,1,2025-04-23,2025-06-23,canceled
1176,1176,3,2025-02-26,,active
1177,1177,2,2023-12-03,2024-07-03,canceled
1178,1178,3,2025-05-20,,active
1179,1179,3,2024-02-24,,active
1180,1180,1,2025-07-09,,active
1181,1181,2,2023-10-10,2024-02-10,canceled
1182,1182,1,2023-12-24,2025-10-24,canceled
1183,1183,1,2024-02-02,2024-09-02,canceled
1184,1184,3,2023-04-22,2024-02-22,canceled
1185,1185,1,2025-11-01,,active
1186,1186,3,2024-11-12,,active
1187,1187,1,2023-02-07,2023-05-07,canceled
1188,1188,1,2023-08-20,2023-09-20,canceled
1189,1189,2,2025-08-05,2025-12-05,canceled
1190,1190,2,2024-02-25,2025-02-25,canceled
1191,1191,1,2023-11-26,2025-05-26,canceled
1192,1192,2,2025-06-04,2025-09-04,canceled
1193,1193,3,2025-01-16,,active
1194,1194,1,2025-11-25,,active
1195,1195,2,2025-07-12,2025-08-12,canceled
1196,1196,2,2025-10-02,,active
1197,1197,1,2023-10-24,2025-01-24,canceled
1198,1198,1,2025-11-05,,active
1199,1199,1,2025-03-16,,active
1200,1200,2,2025-02-03,2025-10-03,canceled
1201,1201,2,2024-12-10,2025-02-10,canceled
1202,1202,3,2024-11-07,,active
1203,1203,1,2025-01-18,,active
1204,1204,2,2024-06-10,,active
1205,1205,1,2024-06-23,2024-07-23,canceled
1206,1206,2,2025-03-11,,active
1207,1207,3,2025-07-21,,active
1208,1208,3,2023-10-16,2024-06-16,canceled
1209,1209,2,2025-11-03,,active
1210,1210,3,2023-05-04,2023-07-04,canceled
1211,1211,1,2024-11-10,,active
1212,1212,1,2024-12-07,,active
1213,1213,2,2024-08-26,,active
1214,1214,1,2025-01-22,,active
1215,1215,1,2024-02-16,2025-02-16,canceled
1216,1216,2,2025-08-07,,active
1217,1217,2,2024-11-08,2025-02-08,canceled
1218,1218,1,2025-04-17,,active
1219,1219,2,2025-12-05,,active
1220,1220,3,2025-05-04,,active
1221,1221,1,2024-01-14,2024-02-14,canceled
1222,1222,3,2025-02-12,,active
1223,1223,1,2024-02-07,,active
1224,1224,3,2025-06-16,,active
1225,1225,1,2025-08-26,,active
1226,1226,1,2024-12-16,2025-08-16,canceled
1227,1227,1,2024-09-13,,active
1228,1228,3,2023-05-14,2025-02-14,canceled
1229,1229,2,2024-06-07,2025-10-07,canceled
1230,1230,2,2025-02-13,,active
1231,1231,3,2025-11-21,,active
1232,1232,2,2025-02-26,2025-12-26,canceled
1233,1233,1,2023-12-07,2025-09-07,canceled
1234,1234,1,2025-08-20,,active
1235,1235,3,2023-06-18,2023-08-18,canceled
1236,1236,3,2024-02-27,2025-12-27,canceled
1237,1237,1,2023-04-25,2024-08-25,canceled
1238,1238,3,2024-12-17,,active
1239,1239,1,2023-02-15,2023-05-15,canceled
1240,1240,2,2025-09-04,,active
1241,1241,1,2025-05-18,,active
1242,1242,1,2025-04-26,,active
1243,1243,2,2023-12-03,2025-02-03,canceled
1244,1244,1,2024-02-15,2025-01-15,canceled
1245,1245,1,2023-10-02,2024-04-02,canceled
1246,1246,2,2025-07-10,,active
1247,1247,2,2024-10-21,2025-04-21,canceled
1248,1248,2,2025-12-09,,active
1249,1249,1,2025-06-17,,active
1250,1250,1,2025-08-26,,active
1251,1251,2,2023-12-03,2024-07-03,canceled
1252,1252,3,2024-05-11,2025-10-11,canceled
1253,1253,1,2024-05-27,2024-12-27,canceled
1254,1254,2,2024-08-01,,active
1255,1255,2,2025-06-20,,active
1256,1256,1,2024-06-17,,active
1257,1257,1,2024-02-16,2025-03-16,canceled
1258,1258,3,2025-04-10,,active
1259,1259,2,2024-02-02,2025-12-02,canceled
1260,1260,1,2023-02-09,2024-04-09,canceled
1261,1261,3,2024-12-14,,active
1262,1262,3,2025-10-19,,active
1263,1263,1,2025-06-10,,active
1264,1264,1,2025-12-12,,active
1265,1265,3,2025-04-10,,active
1266,1266,2,2025-01-22,,active
1267,1267,1,2023-05-12,,active
1268,1268,3,2025-07-12,2025-11-12,canceled
1269,1269,1,2025-10-17,,active
1270,1270,1,2025-07-09,,active
1271,1271,1,2024-11-03,,active
1272,1272,1,2025-12-27,,active
1273,1273,2,2023-04-05,2025-03-05,canceled
1274,1274,2,2025-02-09,,active
1275,1275,1,2024-04-07,2024-06-07,canceled
1276,1276,1,2023-03-07,2025-04-07,canceled
1277,1277,1,2025-01-27,2025-12-27,canceled
1278,1278,2,2025-09-15,,active
1279,1279,1,2025-05-19,,active
1280,1280,1,2025-02-08,2025-04-08,canceled
1281,1281,2,2024-12-02,2025-08-02,canceled
1282,1282,2,2025-02-18,2025-04-18,canceled
